,p1,p2,p3,output,d1,d2,d3
36,0.3172921932056496,-0.07875899073610348,0.45010690003749243,0.015406804323599773,0.022618939232028304,0.026217709737061577,0.057101271201232845
37,0.4915039122667568,-0.5026536975722411,-0.03851833841736396,0.1878821219630763,0.28385079507768723,-0.4479416140667354,-0.2879397059691888
38,-0.8974825294157096,0.053784834893685574,-0.2040201278599778,0.08342513111465258,-0.19734848665441695,0.23627211386599245,0.11260856281638824
39,-0.9390744871720191,0.5834357735351259,0.006985475971501343,0.37609579310553576,-0.41158363271944554,0.6221469202271424,0.3866776927531149
40,0.5002979010146913,-0.5916629769411179,0.25807117465044715,0.15077173333553856,0.26228181224920155,-0.3879109020725083,-0.22934794116325355
41,-0.9410311845838497,0.7582821251851655,-0.03459566526016644,0.4756800062233099,-0.46004047223892663,0.7037846555026819,0.43993206182677597
42,0.5147323707053075,0.7954419333831577,0.3500863173823241,0.17062158314177517,-0.18863038931049136,0.40966758253253455,0.32126522597995055
43,0.9711301928256901,0.23612050904613668,0.13664292034745085,0.04840869964026947,0.1352358351521436,-0.12461725864574583,-0.03724680962172422
44,-0.6166867338431861,0.2030711706039563,-0.5351926506541211,0.043297766018008166,-0.11909075390767425,0.10501492311154313,0.015268631546767192
45,-0.9884969790891629,0.6089167572432563,0.7444381843080439,0.7977410842873152,-0.5603559357478913,0.9304698793375361,0.6380560901452537
46,0.5298005281504532,0.820098665893171,-0.17259526288159877,0.04972625222056557,-0.10148759483439918,0.22107796425755016,0.16272206601722608
47,-0.29014810475576747,-0.20443924980138917,-0.392069068346782,0.03765346472862987,0.06326297348035782,-0.16953969192389473,-0.15048877518981799
48,-0.5339590220102965,-0.5362743893375652,-0.8384821015589816,0.2261656380913462,0.18742700444285407,-0.44473077128566463,-0.37438114993608185
49,0.6495533281785166,0.07911630391006685,0.8313087119565916,0.07601045541622416,-0.013896688999442047,0.15258425798692032,0.17920616824197494
50,0.13913199274279942,-0.8065702162231396,-0.08169913666852646,0.24567660445268516,0.3026248915403724,-0.5210423186926121,-0.35485306485064905
51,-0.47757726919276977,-0.8495133196305311,-0.5569888452745833,0.28019747453734595,0.25080237656797816,-0.5294893765451039,-0.41358850748902826
52,-0.21674686096297702,0.9303247664824004,-0.6056954200143267,0.13094300147488744,-0.24032785229746453,0.354334213625524,0.19787205784506387
53,-0.7732537455087309,0.22292614256285748,0.12861490310849555,0.1709860664929455,-0.27900618848414194,0.41625898881447493,0.2599585369098515
54,-0.150614317956431,0.9900803571729597,0.48067383452049217,0.54996296296195,-0.4330729774700478,0.776924850077335,0.5523098672525182
55,-0.32713766513592635,-0.5742906937457788,0.37281556591967346,0.007126607040611042,0.03761201164824121,-0.0734880786643845,-0.0419671316210328
56,0.7704633580731572,0.7338260748776366,0.6932847536812006,0.2165930274444648,-0.16756826777033718,0.42443202645699746,0.36180224045401155
57,0.20270836431317196,-0.762227285508611,0.05174500911580582,0.19816629763194005,0.28060214213663476,-0.4661852410274873,-0.307023171421489
58,0.8247628377194731,-0.31022097637438195,0.5822161336814753,0.09077951689276031,0.19481131859174725,-0.21227711516587727,-0.07723406048616598
59,-0.9550611713705159,0.6809159283026089,-0.8667290217077153,0.19466772327015341,-0.29360394262685197,0.3510377480219996,0.1501062842354287
60,0.8174379680704413,-0.33082907502556713,0.17741896130335277,0.15360042400250618,0.27027480007060084,-0.37429555702614425,-0.2117016581912165
61,0.4050690595475943,0.6550894941101111,-0.161586507603249,0.03016919973659072,-0.08128801574965025,0.1733643842246929,0.1256511295047908
62,-0.241039889808768,-0.9982036213011096,0.16505561055148465,0.1555899206608056,0.2285790054787039,-0.413703544305512,-0.28283725890983025
63,-0.9337833425507964,0.9477849932534772,0.8740356268233815,1.209351879502535,-0.6769068382934292,1.1496119664135884,0.7974897563956764
64,0.9347252701096034,0.5757486828961647,-0.7202044897723137,0.06969993727126543,0.1688385678633183,-0.24894057688392923,-0.17343603049655346
65,0.04984624526101422,-0.686786686322004,-0.15231510645980562,0.1861012242176291,0.25562237125104786,-0.4532407247818759,-0.3163240906591425
66,0.272057786570129,0.572137018409911,-0.3321116413080363,0.011697494985769443,-0.0572979232063158,0.10507925774017896,0.06364244566324606
67,-0.24326945136230127,0.7027095255961984,-0.029559247398793786,0.18876419404677344,-0.27543241986194283,0.45445741834232606,0.29863623730244765
68,0.4060977703187265,-0.5529283210992928,-0.2829216512049191,0.2671900095215465,0.32187777344659796,-0.5411025558972039,-0.36927271105464143
69,-0.40339159241381317,-0.4106327712446114,0.8443562436103369,0.05507480693053969,-0.11482789273418778,0.21929437768092003,0.18224353351735867
70,0.21969862348457525,-0.5634600141173183,-0.077167979979063,0.15307543815148225,0.24440248279962795,-0.4102949259525272,-0.27564804070250204
71,0.5104156184912889,-0.3974051314412639,0.46114125026754915,0.062388794780581694,0.16785869508622236,-0.20692059184777428,-0.09353189524154681
72,0.47081592091307556,0.3085578394840467,0.7503365880810089,0.12184663496330626,-0.11526892920127609,0.30540434477196016,0.2715165639334427
73,-0.6430502524811905,0.6046928065061303,-0.38147921571248466,0.16677313785634135,-0.2791964808165156,0.3936041610567299,0.22019730855647074
74,0.9152398946869271,0.8481001151960212,-0.8593501553300162,0.03325318076864844,0.10239613107030132,-0.14468186545185485,-0.11112355479820246
75,0.3300358577806821,0.28630148584171655,0.625224227574777,0.09928794288330006,-0.12026110985629287,0.290309410631451,0.24815153005168072
76,0.5998580395174566,-0.978853247371104,0.20969304049021487,0.40130565373239807,0.41704218226379497,-0.6518502006876059,-0.4083134276962814
77,0.5403279307358688,0.23099596388350907,-0.23959880290398106,0.02123115289713763,0.09890171619012549,-0.13346682430815696,-0.08286036334884539
78,-0.46144069960111245,0.026273497489335274,0.6311796856068339,0.14975601061658414,-0.2296165388091802,0.3988053076994453,0.29005939013782
79,-0.7665148313072614,0.47023754679365637,-0.5019068059761069,0.12920560837882375,-0.24538602034903395,0.3127367482765565,0.15289963719041272
80,-0.8199055462826184,0.445933826931189,-0.3440766105137478,0.16289494828428805,-0.27812709453793905,0.3757905366885278,0.2029366740748014
81,-0.28657075258712417,0.41963099181813357,-0.30968067044374026,0.047148881171831844,-0.1474688060235945,0.20570531857884206,0.11070374909103406
82,0.47220850397011604,-0.4303756515586252,0.3942366132323232,0.07022801727786984,0.18076954277947146,-0.23836405331608287,-0.12046310252161718
83,0.9756928437432395,-0.7151416999977349,-0.18393381373799,0.5628987140132719,0.4929254925785248,-0.773431531147486,-0.4987686088708184
84,-0.8677004288218493,-0.9005555932139404,0.9026676949972758,0.026509008060013523,-0.08194675149798875,0.11700569356372503,0.09669440588722633
85,0.6789334670913303,0.6342991959407174,0.44228395665650444,0.11512736379526925,-0.11429930527444991,0.3034661940163069,0.26084597148640726
86,0.9172365763455319,0.0831164296235396,-0.20000737879602282,0.11114946300395033,0.22942303457242055,-0.3194188773196892,-0.19205633367275965
87,0.4964474834694168,0.4579788724151135,0.307165189445318,0.057251384319393445,-0.07889791059556461,0.21253800416634533,0.18339813314528283
88,0.6969282653963491,-0.6425480895732729,-0.5582030712815103,0.5668688472951263,0.46827889490035124,-0.7865829934887101,-0.5409563515933251
89,-0.16817907860412218,0.34295217704855485,0.11653008933642228,0.07483127049460583,-0.16920131860426618,0.28689653701234863,0.1957831432343761
90,0.9466242258489845,0.3800877335401256,0.2634663425531627,0.03933348726447809,0.061690926176358074,0.010685997536616837,0.06151538201801235
91,-0.2956971642429298,-0.6091763762617555,-0.7678657459362885,0.2865006268120115,0.25546880858483095,-0.5336713641541351,-0.4212229414539223
92,-0.10227266319725503,-0.36146715417808695,0.6461329557790585,0.015011743957430539,-0.02326690144020277,0.07645448958815862,0.08555469307263744
93,0.7072397715493457,-0.6743784292981669,0.4356301597082195,0.2018824079632429,0.3072050247107866,-0.43198082308685076,-0.24062003558070905
94,-0.24266798044264282,-0.31422589111251353,-0.5612481223487795,0.10292653435072656,0.13893538322535431,-0.30919506429456967,-0.2537400790923681
95,0.1923755344131295,-0.7467790554108007,0.3984766661201531,0.10339127648060092,0.2126630382928406,-0.32337881067425867,-0.1897755675176525
96,0.12085891679300853,0.5986425593542775,-0.7858743442815537,0.014493866368025535,-0.022793636903653963,-0.003911249622451651,-0.043370785335176354
97,-0.007599172050970271,0.5997453748153809,0.7596072939874341,0.3652643376109148,-0.3240391134123476,0.6211726321305571,0.46803241093081044
98,-0.12215360835418032,0.26266945231912575,0.8253332783135903,0.2381982162910365,-0.25657742224813956,0.49572431278473406,0.38147370179369056
99,-0.6375314296370309,0.8731767784618802,-0.5124151934696035,0.2511062727461637,-0.3398333365601278,0.4909238388256846,0.2792758397543744
