,p1,p2,p3,output
62,0.021275461611239388,0.8719638661249911,0.26577021292757674,0.30223375358776844
63,0.09627441121189761,0.04893728784813378,-0.373850606965477,0.02175522532704517
64,0.7317797225571943,-0.4664683917921768,0.3702981361382256,0.1415684174110683
65,-0.38029701950347805,0.7590531075284994,0.7414441272813308,0.616762378470463
66,-0.5764167948013363,0.6371554358174973,0.6498877020047262,0.556964149970459
67,0.33441342435808985,-0.6408965640952771,0.7273673942990657,0.05981095998521043
68,-0.3716371452581966,-0.1145614173280105,-0.880484061523195,0.11027610126005395
69,-0.5478202797189435,0.08566916507711042,0.8633099383995442,0.2813324456161438
70,0.21244400625639237,0.38667311095331613,-0.17643149610069342,0.006524949876225625
71,0.5068153114682685,-0.5568420604627204,0.4553179882620566,0.1025240166975505
72,0.14604231687524782,0.5201610331034339,0.4473535717659356,0.16153446181474956
73,-0.031431256898101,-0.5984008182612881,-0.7448739637404183,0.34522871838204494
74,0.8489600927941954,0.9088266309012603,0.26876210082253493,0.1352328097461336
75,0.008721345014356174,-0.8589928969552554,-0.9916427538757975,0.6852301324979106
76,-0.8722629843753855,0.242203782986798,-0.32932858792864894,0.11136444455500005
77,0.09040137107109003,-0.07216751865352866,-0.9214717246193744,0.17836869468486108
78,0.0897586132367707,0.4027904265808977,-0.6616513340955104,0.013305362043593078
79,-0.01600315896869997,-0.4369994821540639,0.21639003111254196,0.022925202937862165
80,0.11699527102435625,-0.7452407447892424,0.7620335860965177,0.04447961880770109
81,-0.4679246263693284,0.9727041542404793,-0.7100649220627033,0.19259603214639676
82,-0.8716739477750532,-0.3821552342684238,0.22728259071738344,0.03652598413664233
83,0.4752559429395877,0.5650267873802988,0.6925521672762405,0.19678274748552949
84,0.6112721629600184,-0.37521751842360906,-0.9439214984082676,0.5318110291516464
85,-0.0962206144948019,-0.287896174012058,-0.9652894365196993,0.25132784091592664
86,-0.43619489854606797,0.6358059768127939,-0.9773337976047798,0.06408793626510591
87,-0.9505502194910356,0.4891076257448703,0.921263284658703,0.7791693699776947
88,-0.970767243132074,-0.2618933641299357,-0.0024633299659546637,0.051863002677754316
89,-0.17788102035693099,-0.09632653510014255,0.4196788097682034,0.026566434892231428
90,0.4082253768422799,-0.26410524501382304,-0.5391879435848759,0.21161709857067887
91,0.33099492323189095,0.3158912455064551,0.5983827469370218,0.10115367698765093
92,-0.12261525066222045,0.18990515150747567,-0.7315499638301095,0.035573515324755715
93,0.9565181697776552,-0.8834553921522623,0.34809758352365083,0.4378161101049488
94,-0.6074210354008653,0.5739845424270089,-0.7311566610929381,0.09405943535454356
95,0.8400092509034864,0.6650609098709335,0.6985209311098719,0.1808535242536476
96,0.2426757638148851,0.5748334410940421,-0.13335514410517035,0.03391116501087961
97,0.4963555537116797,-0.4478253312873759,0.6813304539347784,0.05437951606329261
98,-0.3794477819291162,-0.06046986637299434,0.10749142745344087,0.01758235467688218
99,0.4475827811357631,-0.6754204118813065,0.0017763550331220124,0.24522847841268247
