18.05,16.7375,0.00121875,0.015,0.195,-0.0125,0.1625
17.55,14.2625,0.00153125,0.165,0.165,-0.0375,0.0375
21.55,16.0625,0.00103125,-0.075,-0.075,0.1625,-0.1625
23.55,15.1625,0.00128125,0.045,-0.195,-0.1375,-0.0625
19.55,16.9625,0.00178125,-0.195,0.045,0.0625,0.1375
18.55,14.7125,0.00115625,0.225,-0.135,0.0125,0.0875
22.55,16.5125,0.00165625,-0.015,0.105,-0.1875,-0.1125
20.55,13.8125,0.00190625,0.105,0.225,0.1125,-0.0125
16.55,15.6125,0.00140625,-0.135,-0.015,-0.0875,0.1875
16.675,14.65625,0.001609375,0.0375,0.0975,0.05625,-0.09375
20.675,16.45625,0.001109375,-0.2025,-0.1425,-0.14375,0.10625
22.675,13.75625,0.001359375,0.1575,-0.0225,0.15625,0.00625
18.675,15.55625,0.001859375,-0.0825,0.2175,-0.04375,-0.19375
19.675,14.20625,0.001234375,0.0975,-0.0825,-0.09375,-0.04375
23.675,16.00625,0.001734375,-0.1425,0.1575,0.10625,0.15625
21.675,15.10625,0.001984375,0.2175,0.0375,-0.19375,0.05625
17.675,16.90625,0.001484375,-0.0225,-0.2025,0.00625,-0.14375
18.175,13.98125,0.001796875,-0.1725,-0.1725,0.03125,-0.06875
22.175,15.78125,0.001296875,0.0675,0.0675,-0.16875,0.13125
24.175,14.88125,0.001046875,-0.0525,0.1875,0.13125,0.03125
20.175,16.68125,0.001546875,0.1875,-0.0525,-0.06875,-0.16875
19.175,15.33125,0.001421875,-0.2325,0.1275,-0.01875,-0.01875
23.175,17.13125,0.001921875,0.0075,-0.1125,0.18125,0.18125
21.175,14.43125,0.001671875,-0.1125,-0.2325,-0.11875,0.08125
17.175,16.23125,0.001171875,0.1275,0.0075,0.08125,-0.11875
16.925,14.54375,0.001265625,0.2325,0.2325,0.19375,0.11875
20.925,16.34375,0.001765625,-0.0075,-0.0075,-0.00625,-0.08125
22.925,15.44375,0.001515625,0.1125,-0.1275,0.09375,-0.18125
